Store,Date,Sales
911,2015-07-24,8187
911,2015-07-25,7299
911,2015-07-27,13059
911,2015-07-28,10642
911,2015-07-29,10431
911,2015-07-30,9869
911,2015-07-31,12944
912,2015-05-22,4927
912,2015-05-23,6607
912,2015-05-26,5872
912,2015-05-27,5304
912,2015-05-28,5477
912,2015-05-29,6361
912,2015-05-30,8499
912,2015-06-01,7337
912,2015-06-02,5966
912,2015-06-03,6699
912,2015-06-04,5173
912,2015-06-05,5043
912,2015-06-06,6077
912,2015-06-08,4858
912,2015-06-09,4929
912,2015-06-10,4166
912,2015-06-11,4085
912,2015-06-12,4505
912,2015-06-13,6485
912,2015-06-15,6610
912,2015-06-16,6439
912,2015-06-17,5932
912,2015-06-18,5365
912,2015-06-19,5803
912,2015-06-20,6429
912,2015-06-22,4588
912,2015-06-23,4225
912,2015-06-24,4373
912,2015-06-25,4016
912,2015-06-26,5109
912,2015-06-27,6347
912,2015-06-29,7020
912,2015-06-30,6613
912,2015-07-01,6606
912,2015-07-02,5525
912,2015-07-03,6230
912,2015-07-04,4925
912,2015-07-06,5506
912,2015-07-07,4849
912,2015-07-08,5299
912,2015-07-09,5259
912,2015-07-10,5340
912,2015-07-11,5926
912,2015-07-13,7692
912,2015-07-14,7175
912,2015-07-15,6214
912,2015-07-16,6567
912,2015-07-17,6293
912,2015-07-18,6809
912,2015-07-20,5921
912,2015-07-21,4663
912,2015-07-22,4487
912,2015-07-23,4865
912,2015-07-24,5086
912,2015-07-25,6508
912,2015-07-27,7184
912,2015-07-28,6098
912,2015-07-29,6496
912,2015-07-30,6701
912,2015-07-31,6864
913,2015-05-21,9850
913,2015-05-22,8680
913,2015-05-23,7414
913,2015-05-26,7040
913,2015-05-27,6626
913,2015-05-28,7598
913,2015-05-29,8148
913,2015-05-30,9658
913,2015-06-01,11990
913,2015-06-02,14729
913,2015-06-03,11856
913,2015-06-05,12135
913,2015-06-06,7269
913,2015-06-08,7553
913,2015-06-09,7107
913,2015-06-10,6613
913,2015-06-11,6696
913,2015-06-12,5978
913,2015-06-13,8118
913,2015-06-15,12825
913,2015-06-16,12597
913,2015-06-17,9829
913,2015-06-18,9174
913,2015-06-19,8717
913,2015-06-20,6749
913,2015-06-22,5378
913,2015-06-23,6301
913,2015-06-24,5706
913,2015-06-25,6315
913,2015-06-26,6664
913,2015-06-27,7770
913,2015-06-29,13920
913,2015-06-30,14220
913,2015-07-01,10367
913,2015-07-02,9489
913,2015-07-03,8329
913,2015-07-04,5836
913,2015-07-06,6829
913,2015-07-07,6353
913,2015-07-08,6943
913,2015-07-09,7088
913,2015-07-10,6955
913,2015-07-11,7526
913,2015-07-13,12219
913,2015-07-14,12581
913,2015-07-15,10528
913,2015-07-16,9898
913,2015-07-17,8807
913,2015-07-18,7931
913,2015-07-20,7480
913,2015-07-21,6975
913,2015-07-22,6533
913,2015-07-23,7046
913,2015-07-24,6726
913,2015-07-25,8096
913,2015-07-27,12754
913,2015-07-28,12067
913,2015-07-29,11297
913,2015-07-30,10626
913,2015-07-31,11718
914,2015-05-22,9215
914,2015-05-23,5602
914,2015-05-26,10255
914,2015-05-27,8213
914,2015-05-28,9659
914,2015-05-29,11453
914,2015-05-30,8088
914,2015-06-01,12392
914,2015-06-02,10304
914,2015-06-03,9460
914,2015-06-04,9359
914,2015-06-05,9152
914,2015-06-06,5956
914,2015-06-08,7698
914,2015-06-09,8242
914,2015-06-10,7496
914,2015-06-11,8166
914,2015-06-12,7782
914,2015-06-13,6081
914,2015-06-15,12707
914,2015-06-16,11017
914,2015-06-17,9441
914,2015-06-18,10281
914,2015-06-19,9460
914,2015-06-20,6167
914,2015-06-22,8563
914,2015-06-23,8088
914,2015-06-24,7436
914,2015-06-25,7574
914,2015-06-26,7750
914,2015-06-27,5734
914,2015-06-29,12837
914,2015-06-30,14232
914,2015-07-01,11011
914,2015-07-02,11316
914,2015-07-03,10035
914,2015-07-04,5695
914,2015-07-06,9356
914,2015-07-07,8464
914,2015-07-08,8305
914,2015-07-09,9163
914,2015-07-10,8448
914,2015-07-11,6469
914,2015-07-13,13333
914,2015-07-14,13154
914,2015-07-15,11187
914,2015-07-16,11725
914,2015-07-17,9449
914,2015-07-18,6745
914,2015-07-20,9382
914,2015-07-21,9035
914,2015-07-22,7034
914,2015-07-23,8390
914,2015-07-24,7463
914,2015-07-25,5677
914,2015-07-27,11451
914,2015-07-28,10731
914,2015-07-29,9910
914,2015-07-30,10140
914,2015-07-31,11972
915,2015-05-21,7411
915,2015-05-22,8900
915,2015-05-23,9721
915,2015-05-26,6725
915,2015-05-27,4970
915,2015-05-28,5186
915,2015-05-29,6485
915,2015-05-30,9215
915,2015-06-01,7829
915,2015-06-02,6018
915,2015-06-03,7835
915,2015-06-05,9353
915,2015-06-06,7928
915,2015-06-08,5502
915,2015-06-09,4985
915,2015-06-10,4889
915,2015-06-11,4966
915,2015-06-12,5547
915,2015-06-13,8815
915,2015-06-15,7644
915,2015-06-16,7528
915,2015-06-17,5708
915,2015-06-18,6215
915,2015-06-19,7809
915,2015-06-20,8103
915,2015-06-22,5576
915,2015-06-23,5346
915,2015-06-24,4388
915,2015-06-25,4675
915,2015-06-26,6868
915,2015-06-27,8855
915,2015-06-29,9341
915,2015-06-30,9589
915,2015-07-01,4776
915,2015-07-02,6022
915,2015-07-03,8108
915,2015-07-04,8289
915,2015-07-06,5807
915,2015-07-07,4106
915,2015-07-08,5644
915,2015-07-09,5109
915,2015-07-10,6382
915,2015-07-11,8258
915,2015-07-13,8442
915,2015-07-14,6347
915,2015-07-15,5468
915,2015-07-16,7100
915,2015-07-17,7143
915,2015-07-18,8383
915,2015-07-20,6438
915,2015-07-21,4248
915,2015-07-22,4663
915,2015-07-23,5631
915,2015-07-24,6403
915,2015-07-25,8966
915,2015-07-27,8317
915,2015-07-28,7863
915,2015-07-29,6758
915,2015-07-30,7603
915,2015-07-31,9843
916,2015-05-21,5691
916,2015-05-22,6054
916,2015-05-23,5450
916,2015-05-26,5958
916,2015-05-27,5075
916,2015-05-28,4259
916,2015-05-29,6006
916,2015-05-30,5758
916,2015-06-01,7452
916,2015-06-02,6743
916,2015-06-03,6657
916,2015-06-05,7472
916,2015-06-06,5349
916,2015-06-08,5356
916,2015-06-09,5364
916,2015-06-10,4785
916,2015-06-11,4531
916,2015-06-12,4179
916,2015-06-13,5639
916,2015-06-15,7228
916,2015-06-16,6799
916,2015-06-17,6401
916,2015-06-18,5323
916,2015-06-19,5978
916,2015-06-20,5059
916,2015-06-22,4650
916,2015-06-23,4743
916,2015-06-24,4042
916,2015-06-25,4483
916,2015-06-26,4746
916,2015-06-27,5550
916,2015-06-29,8479
916,2015-06-30,8336
916,2015-07-01,6417
916,2015-07-02,5315
916,2015-07-03,5973
916,2015-07-04,4608
916,2015-07-06,5464
916,2015-07-07,4726
916,2015-07-08,4612
916,2015-07-09,4305
916,2015-07-10,3919
916,2015-07-11,4869
916,2015-07-13,6016
916,2015-07-14,7529
916,2015-07-15,7695
916,2015-07-16,5548
916,2015-07-17,5410
916,2015-07-18,4936
916,2015-07-20,5086
916,2015-07-21,6201
916,2015-07-22,3649
916,2015-07-23,4260
916,2015-07-24,7762
916,2015-07-25,3861
916,2015-07-27,6507
916,2015-07-28,6910
916,2015-07-29,6096
916,2015-07-30,5463
916,2015-07-31,6157
917,2015-05-21,7909
917,2015-05-22,7877
917,2015-05-23,4517
917,2015-05-26,7216
917,2015-05-27,5384
917,2015-05-28,4800
917,2015-05-29,6885
917,2015-05-30,4170
917,2015-06-01,3665
917,2015-06-02,10736
917,2015-06-03,10287
917,2015-06-05,9683
917,2015-06-06,4151
917,2015-06-08,6068
917,2015-06-09,6304
917,2015-06-10,5910
917,2015-06-11,6042
917,2015-06-12,6589
917,2015-06-13,4466
917,2015-06-15,11327
917,2015-06-16,8446
917,2015-06-17,7718
917,2015-06-18,7697
917,2015-06-19,6787
917,2015-06-20,4054
917,2015-06-22,6060
917,2015-06-23,5483
917,2015-06-24,5807
917,2015-06-25,5869
917,2015-06-26,6739
917,2015-06-27,4579
917,2015-06-29,11374
917,2015-06-30,10100
917,2015-07-01,7901
917,2015-07-02,7312
917,2015-07-03,8076
917,2015-07-04,4127
917,2015-07-06,6322
917,2015-07-07,5493
917,2015-07-08,5581
917,2015-07-09,5964
917,2015-07-10,5845
917,2015-07-11,3938
917,2015-07-13,8688
917,2015-07-14,7438
917,2015-07-15,6988
917,2015-07-16,7143
917,2015-07-17,6569
917,2015-07-18,4064
917,2015-07-20,5737
917,2015-07-21,4569
917,2015-07-22,5451
917,2015-07-23,6026
917,2015-07-24,5292
917,2015-07-25,3056
917,2015-07-27,8820
917,2015-07-28,6954
917,2015-07-29,7231
917,2015-07-30,7245
917,2015-07-31,9099
918,2015-05-22,6185
918,2015-05-23,2886
918,2015-05-26,5320
918,2015-05-27,4805
918,2015-05-28,4709
918,2015-05-29,6247
918,2015-05-30,3064
918,2015-06-01,8978
918,2015-06-02,6435
918,2015-06-03,6344
918,2015-06-04,6073
918,2015-06-05,5968
918,2015-06-06,3298
918,2015-06-08,5374
918,2015-06-09,4299
918,2015-06-10,4134
918,2015-06-11,4843
918,2015-06-12,4553
918,2015-06-13,2872
918,2015-06-15,8318
918,2015-06-16,7704
918,2015-06-17,5761
918,2015-06-18,5633
918,2015-06-19,6224
918,2015-06-20,2758
918,2015-06-22,4122
918,2015-06-23,4699
918,2015-06-24,4446
918,2015-06-25,3948
918,2015-06-26,4706
918,2015-06-27,2488
918,2015-06-29,7245
918,2015-06-30,6884
918,2015-07-01,6458
918,2015-07-02,5445
918,2015-07-03,4724
918,2015-07-04,2288
918,2015-07-06,5411
918,2015-07-07,5157
918,2015-07-08,4980
918,2015-07-09,5258
918,2015-07-10,6279
918,2015-07-11,3239
918,2015-07-13,7827
918,2015-07-14,6661
918,2015-07-15,6056
918,2015-07-16,5646
918,2015-07-17,5899
918,2015-07-18,2545
918,2015-07-20,5107
918,2015-07-21,4388
918,2015-07-22,3948
918,2015-07-23,5160
918,2015-07-24,4767
918,2015-07-25,2824
918,2015-07-27,6641
918,2015-07-28,6594
918,2015-07-29,5686
918,2015-07-30,5722
918,2015-07-31,6966
919,2015-05-21,6028
919,2015-05-22,5852
919,2015-05-23,3540
919,2015-05-26,6348
919,2015-05-27,4592
919,2015-05-28,5103
919,2015-05-29,6928
919,2015-05-30,3537
919,2015-06-01,8273
919,2015-06-02,7392
919,2015-06-03,6437
919,2015-06-05,7217
919,2015-06-06,3842
919,2015-06-08,5295
919,2015-06-09,5265
919,2015-06-10,4712
919,2015-06-11,4758
919,2015-06-12,4850
919,2015-06-13,3246
919,2015-06-15,8462
919,2015-06-16,7601
919,2015-06-17,6829
919,2015-06-18,5434
919,2015-06-19,5971
919,2015-06-20,3059
919,2015-06-22,4995
919,2015-06-23,4766
919,2015-06-24,4198
919,2015-06-25,4428
919,2015-06-26,4282
919,2015-06-27,3367
919,2015-06-29,8251
919,2015-06-30,8141
919,2015-07-01,7453
919,2015-07-02,6964
919,2015-07-03,6574
919,2015-07-04,3667
919,2015-07-06,5954
919,2015-07-07,4249
919,2015-07-08,5449
919,2015-07-09,4951
919,2015-07-10,5092
919,2015-07-11,3231
919,2015-07-13,8710
919,2015-07-14,6630
919,2015-07-15,7247
919,2015-07-16,6048
919,2015-07-17,5272
919,2015-07-18,2935
919,2015-07-20,5654
919,2015-07-21,3934
919,2015-07-22,4614
919,2015-07-23,4710
919,2015-07-24,4653
919,2015-07-25,3415
919,2015-07-27,8691
919,2015-07-28,7272
919,2015-07-29,6315
919,2015-07-30,7770
919,2015-07-31,8280
920,2015-05-21,6685
920,2015-05-22,7740
920,2015-05-23,6892
920,2015-05-26,5871
920,2015-05-27,5448
920,2015-05-28,5439
920,2015-05-29,6064
920,2015-05-30,7500
920,2015-06-01,7332
920,2015-06-02,6924
920,2015-06-03,7785
920,2015-06-05,7417
920,2015-06-06,5747
920,2015-06-08,5383
920,2015-06-09,5354
920,2015-06-10,5100
920,2015-06-11,4930
920,2015-06-12,4828
920,2015-06-13,6442
920,2015-06-15,7033
920,2015-06-16,7327
920,2015-06-17,6373
920,2015-06-18,5705
920,2015-06-19,7420
920,2015-06-20,6093
920,2015-06-22,5315
920,2015-06-23,4398
920,2015-06-24,4831
920,2015-06-25,5044
920,2015-06-26,6078
920,2015-06-27,6297
920,2015-06-29,8290
920,2015-06-30,9013
920,2015-07-01,6526
920,2015-07-02,6748
920,2015-07-03,7051
920,2015-07-04,5727
920,2015-07-06,5203
920,2015-07-07,4716
920,2015-07-08,5411
920,2015-07-09,4847
920,2015-07-10,5783
920,2015-07-11,5602
920,2015-07-13,7195
920,2015-07-14,7784
920,2015-07-15,6199
920,2015-07-16,6426
920,2015-07-17,6825
920,2015-07-18,6068
920,2015-07-20,5471
920,2015-07-21,5326
920,2015-07-22,5166
920,2015-07-23,5245
920,2015-07-24,6153
920,2015-07-25,6694
920,2015-07-27,8533
920,2015-07-28,7884
920,2015-07-29,6674
920,2015-07-30,8149
920,2015-07-31,7788
921,2015-05-22,9294
921,2015-05-23,4811
921,2015-05-26,10364
921,2015-05-27,9455
921,2015-05-28,9317
921,2015-05-29,8764
921,2015-05-30,4934
921,2015-06-01,12921
921,2015-06-02,13272
921,2015-06-03,11567
921,2015-06-04,11211
921,2015-06-05,9606
921,2015-06-06,4562
921,2015-06-08,9379
921,2015-06-09,9609
921,2015-06-10,8670
921,2015-06-11,8246
921,2015-06-12,8383
921,2015-06-13,4128
921,2015-06-15,14099
921,2015-06-16,11637
921,2015-06-17,10601
921,2015-06-18,9531
921,2015-06-19,9604
921,2015-06-20,3425
921,2015-06-22,8849
921,2015-06-23,8386
921,2015-06-24,8680
921,2015-06-25,7705
921,2015-06-26,7857
921,2015-06-27,4406
921,2015-06-29,13181
921,2015-06-30,11814
921,2015-07-01,11002
921,2015-07-02,10468
921,2015-07-03,10117
921,2015-07-04,4787
921,2015-07-06,10810
921,2015-07-07,8715
921,2015-07-08,9166
921,2015-07-09,8420
921,2015-07-10,8949
921,2015-07-11,4472
921,2015-07-13,11788
921,2015-07-14,9761
921,2015-07-15,9304
921,2015-07-16,9146
921,2015-07-17,7856
921,2015-07-18,3966
921,2015-07-20,8597
921,2015-07-21,7347
921,2015-07-22,6310
921,2015-07-23,7450
921,2015-07-24,7143
921,2015-07-25,3503
921,2015-07-27,9457
921,2015-07-28,9413
921,2015-07-29,8649
921,2015-07-30,8874
921,2015-07-31,9180
922,2015-05-21,7499
922,2015-05-22,8826
922,2015-05-23,8401
922,2015-05-26,8113
922,2015-05-27,6308
922,2015-05-28,5989
922,2015-05-29,8184
922,2015-05-30,9546
922,2015-06-01,10996
922,2015-06-02,8839
922,2015-06-03,9500
922,2015-06-05,9720
922,2015-06-06,7567
922,2015-06-08,7066
922,2015-06-09,5693
922,2015-06-10,6251
922,2015-06-11,5708
922,2015-06-12,6846
922,2015-06-13,9341
922,2015-06-15,11496
922,2015-06-16,9233
922,2015-06-17,7711
922,2015-06-18,8294
922,2015-06-19,8737
922,2015-06-20,8862
922,2015-06-22,6910
922,2015-06-23,5985
922,2015-06-24,6917
922,2015-06-25,6387
922,2015-06-26,7669
922,2015-06-27,8577
922,2015-06-29,10941
922,2015-06-30,9170
922,2015-07-01,8945
922,2015-07-02,7834
922,2015-07-03,9130
922,2015-07-04,7650
922,2015-07-06,6390
922,2015-07-07,5701
922,2015-07-08,6080
922,2015-07-09,6716
922,2015-07-10,6505
922,2015-07-11,7108
922,2015-07-13,9811
922,2015-07-14,8502
922,2015-07-15,8188
922,2015-07-16,6412
922,2015-07-17,7652
922,2015-07-18,7166
922,2015-07-20,6304
922,2015-07-21,5999
922,2015-07-22,5334
922,2015-07-23,5600
922,2015-07-24,6285
922,2015-07-25,6549
922,2015-07-27,9659
922,2015-07-28,8066
922,2015-07-29,6777
922,2015-07-30,7210
922,2015-07-31,8447
923,2015-05-22,5577
923,2015-05-23,5544
923,2015-05-26,5793
923,2015-05-27,5612
923,2015-05-28,5200
923,2015-05-29,5117
923,2015-05-30,5267
923,2015-06-01,6890
923,2015-06-02,6647
923,2015-06-03,6852
923,2015-06-04,5490
923,2015-06-05,5740
923,2015-06-06,4502
923,2015-06-08,5160
923,2015-06-09,5226
923,2015-06-10,5385
923,2015-06-11,4730
923,2015-06-12,5431
923,2015-06-13,5277
923,2015-06-15,6944
923,2015-06-16,6404
923,2015-06-17,6368
923,2015-06-18,5755
923,2015-06-19,5003
923,2015-06-20,5177
923,2015-06-22,5480
923,2015-06-23,4638
923,2015-06-24,5506
923,2015-06-25,4597
923,2015-06-26,4646
923,2015-06-27,5236
923,2015-06-29,6425
923,2015-06-30,6867
923,2015-07-01,6495
923,2015-07-02,6441
923,2015-07-03,5584
923,2015-07-04,4292
923,2015-07-06,5680
923,2015-07-07,4988
923,2015-07-08,5164
923,2015-07-09,5041
923,2015-07-10,5076
923,2015-07-11,4717
923,2015-07-13,6362
923,2015-07-14,6382
923,2015-07-15,6134
923,2015-07-16,5189
923,2015-07-17,5875
923,2015-07-18,4466
923,2015-07-20,5379
923,2015-07-21,4943
923,2015-07-22,4178
923,2015-07-23,4522
923,2015-07-24,4567
923,2015-07-25,4539
923,2015-07-27,6143
923,2015-07-28,5495
923,2015-07-29,5251
923,2015-07-30,5127
923,2015-07-31,5812
924,2015-05-21,5108
924,2015-05-22,4947
924,2015-05-23,2898
924,2015-05-26,4740
924,2015-05-27,4073
924,2015-05-28,3977
924,2015-05-29,4368
924,2015-05-30,2996
924,2015-06-01,8162
924,2015-06-02,6052
924,2015-06-03,5976
924,2015-06-05,6747
924,2015-06-06,2970
924,2015-06-08,5047
924,2015-06-09,4515
924,2015-06-10,3782
924,2015-06-11,4796
924,2015-06-12,4350
924,2015-06-13,2997
924,2015-06-15,6640
924,2015-06-16,6382
924,2015-06-17,5147
924,2015-06-18,4549
924,2015-06-19,5537
924,2015-06-20,3015
924,2015-06-22,4249
924,2015-06-23,4225
924,2015-06-24,4191
924,2015-06-25,3851
924,2015-06-26,3927
924,2015-06-27,3088
924,2015-06-29,7930
924,2015-06-30,8142
924,2015-07-01,4845
924,2015-07-02,5680
924,2015-07-03,6155
924,2015-07-04,2858
924,2015-07-06,3533
924,2015-07-07,4621
924,2015-07-08,4359
924,2015-07-09,3743
924,2015-07-10,4181
924,2015-07-11,2180
924,2015-07-13,5648
924,2015-07-14,6191
924,2015-07-15,4579
924,2015-07-16,4649
924,2015-07-17,4143
924,2015-07-18,2200
924,2015-07-20,4168
924,2015-07-21,3257
924,2015-07-22,3738
924,2015-07-23,3972
924,2015-07-24,3332
924,2015-07-25,2415
924,2015-07-27,6431
924,2015-07-28,4895
924,2015-07-29,5083
924,2015-07-30,5276
924,2015-07-31,4513
925,2015-05-21,7399
925,2015-05-22,7595
925,2015-05-23,7413
925,2015-05-26,7145
925,2015-05-27,6007
925,2015-05-28,5374
925,2015-05-29,6904
925,2015-05-30,7428
925,2015-06-01,7991
925,2015-06-02,8207
925,2015-06-03,9701
925,2015-06-05,10761
925,2015-06-06,8454
925,2015-06-08,5897
925,2015-06-09,6695
925,2015-06-10,4795
925,2015-06-11,5293
925,2015-06-12,6539
925,2015-06-13,7406
925,2015-06-15,7831
925,2015-06-16,8250
925,2015-06-17,6264
925,2015-06-18,6415
925,2015-06-19,7794
925,2015-06-20,7438
925,2015-06-22,5523
925,2015-06-23,6419
925,2015-06-24,5146
925,2015-06-25,4389
925,2015-06-26,6909
925,2015-06-27,9172
925,2015-06-29,8137
925,2015-06-30,10527
925,2015-07-01,6218
925,2015-07-02,7014
925,2015-07-03,7657
925,2015-07-04,6692
925,2015-07-06,6350
925,2015-07-07,6072
925,2015-07-08,5469
925,2015-07-09,5239
925,2015-07-10,6905
925,2015-07-11,7765
925,2015-07-13,7972
925,2015-07-14,8852
925,2015-07-15,7229
925,2015-07-16,6756
925,2015-07-17,7961
925,2015-07-18,7561
925,2015-07-20,7757
925,2015-07-21,7178
925,2015-07-22,6197
925,2015-07-23,6861
925,2015-07-24,6044
925,2015-07-25,7653
925,2015-07-27,9234
925,2015-07-28,8864
925,2015-07-29,9161
925,2015-07-30,7307
925,2015-07-31,9287
926,2015-05-21,7816
926,2015-05-22,8239
926,2015-05-23,6983
926,2015-05-26,6916
926,2015-05-27,6277
926,2015-05-28,7138
926,2015-05-29,7327
926,2015-05-30,8067
926,2015-06-01,11796
926,2015-06-02,10386
926,2015-06-03,10546
926,2015-06-05,10602
926,2015-06-06,7503
926,2015-06-08,6703
926,2015-06-09,5809
926,2015-06-10,5336
926,2015-06-11,6328
926,2015-06-12,6586
926,2015-06-13,7456
926,2015-06-15,12017
926,2015-06-16,9809
926,2015-06-17,8716
926,2015-06-18,8537
926,2015-06-19,8846
926,2015-06-20,7038
926,2015-06-22,6165
926,2015-06-23,5940
926,2015-06-24,5716
926,2015-06-25,6300
926,2015-06-26,6888
926,2015-06-27,7083
926,2015-06-29,13497
926,2015-06-30,13078
926,2015-07-01,6476
926,2015-07-02,6303
926,2015-07-03,7279
926,2015-07-04,5261
926,2015-07-06,6172
926,2015-07-07,4176
926,2015-07-08,5929
926,2015-07-09,5000
926,2015-07-10,5774
926,2015-07-11,6189
926,2015-07-13,8927
926,2015-07-14,7703
926,2015-07-15,7512
926,2015-07-16,6983
926,2015-07-17,7023
926,2015-07-18,7024
926,2015-07-20,6159
926,2015-07-21,4324
926,2015-07-22,5475
926,2015-07-23,6159
926,2015-07-24,7166
926,2015-07-25,6135
926,2015-07-27,12105
926,2015-07-28,8938
926,2015-07-29,7801
926,2015-07-30,8677
926,2015-07-31,10359
927,2015-05-21,6590
927,2015-05-22,6462
927,2015-05-23,5016
927,2015-05-26,6467
927,2015-05-27,5377
927,2015-05-28,5920
927,2015-05-29,7692
927,2015-05-30,5592
927,2015-06-01,11747
927,2015-06-02,9353
927,2015-06-03,8731
927,2015-06-05,8555
927,2015-06-06,4667
927,2015-06-08,6469
927,2015-06-09,6297
927,2015-06-10,5692
927,2015-06-11,5685
927,2015-06-12,5233
927,2015-06-13,4422
927,2015-06-15,10930
927,2015-06-16,8570
927,2015-06-17,7278
927,2015-06-18,7127
927,2015-06-19,6626
927,2015-06-20,4594
927,2015-06-22,5769
927,2015-06-23,5740
927,2015-06-24,5367
927,2015-06-25,5687
927,2015-06-26,5244
927,2015-06-27,4207
927,2015-06-29,11606
927,2015-06-30,10394
927,2015-07-01,7670
927,2015-07-02,6892
927,2015-07-03,6723
927,2015-07-04,3812
927,2015-07-06,6325
927,2015-07-07,5033
927,2015-07-08,5623
927,2015-07-09,5560
927,2015-07-10,5300
927,2015-07-11,4248
927,2015-07-13,9390
927,2015-07-14,7421
927,2015-07-15,7614
927,2015-07-16,7456
927,2015-07-17,6191
927,2015-07-18,4788
927,2015-07-20,5714
927,2015-07-21,5096
927,2015-07-22,5668
927,2015-07-23,5071
927,2015-07-24,5717
927,2015-07-25,3601
927,2015-07-27,8279
927,2015-07-28,7469
927,2015-07-29,6841
927,2015-07-30,5818
927,2015-07-31,8625
928,2015-05-21,8631
928,2015-05-22,8658
928,2015-05-23,7396
928,2015-05-26,6647
928,2015-05-27,6594
928,2015-05-28,6456
928,2015-05-29,8863
928,2015-05-30,8509
928,2015-06-01,15654
928,2015-06-02,11348
928,2015-06-03,11072
928,2015-06-05,11066
928,2015-06-06,7400
928,2015-06-08,6156
928,2015-06-09,5625
928,2015-06-10,5176
928,2015-06-11,5806
928,2015-06-12,5784
928,2015-06-13,7135
928,2015-06-15,13782
928,2015-06-16,10580
928,2015-06-17,9676
928,2015-06-18,9470
928,2015-06-19,8838
928,2015-06-20,6485
928,2015-06-22,5811
928,2015-06-23,5462
928,2015-06-24,5729
928,2015-06-25,5142
928,2015-06-26,6852
928,2015-06-27,7271
928,2015-06-29,13796
928,2015-06-30,11269
928,2015-07-01,8975
928,2015-07-02,7298
928,2015-07-03,8984
928,2015-07-04,5500
928,2015-07-06,6953
928,2015-07-07,5536
928,2015-07-08,6130
928,2015-07-09,6279
928,2015-07-10,5933
928,2015-07-11,7250
928,2015-07-13,12831
928,2015-07-14,10562
928,2015-07-15,9029
928,2015-07-16,8549
928,2015-07-17,6063
928,2015-07-18,6410
928,2015-07-20,6686
928,2015-07-21,5023
928,2015-07-22,5244
928,2015-07-23,5924
928,2015-07-24,6114
928,2015-07-25,5790
928,2015-07-27,13135
928,2015-07-28,9429
928,2015-07-29,9209
928,2015-07-30,9686
928,2015-07-31,12541
929,2015-05-22,6063
929,2015-05-23,4735
929,2015-05-26,6298
929,2015-05-27,5674
929,2015-05-28,5477
929,2015-05-29,7083
929,2015-05-30,5429
929,2015-06-01,8979
929,2015-06-02,8386
929,2015-06-03,7403
929,2015-06-04,6613
929,2015-06-05,6321
929,2015-06-06,4632
929,2015-06-08,6069
929,2015-06-09,5110
929,2015-06-10,5089
929,2015-06-11,5397
929,2015-06-12,5962
929,2015-06-13,4470
929,2015-06-15,7471
929,2015-06-16,7005
929,2015-06-17,6043
929,2015-06-18,5852
929,2015-06-19,6452
929,2015-06-20,3955
929,2015-06-22,4920
929,2015-06-23,4929
929,2015-06-24,4122
929,2015-06-25,5019
929,2015-06-26,4828
929,2015-06-27,4034
929,2015-06-29,8405
929,2015-06-30,8888
929,2015-07-01,7602
929,2015-07-02,7119
929,2015-07-03,6999
929,2015-07-04,4443
929,2015-07-06,5887
929,2015-07-07,5882
929,2015-07-08,5246
929,2015-07-09,4843
929,2015-07-10,5376
929,2015-07-11,4755
929,2015-07-13,7613
929,2015-07-14,6760
929,2015-07-15,6526
929,2015-07-16,7161
929,2015-07-17,6337
929,2015-07-18,5140
929,2015-07-20,5793
929,2015-07-21,4767
929,2015-07-22,4999
929,2015-07-23,4980
929,2015-07-24,5010
929,2015-07-25,4010
929,2015-07-27,7199
929,2015-07-28,6295
929,2015-07-29,6487
929,2015-07-30,6658
929,2015-07-31,8331
930,2015-05-21,6865
930,2015-05-22,6575
930,2015-05-23,6633
930,2015-05-26,6132
930,2015-05-27,4995
930,2015-05-28,5378
930,2015-05-29,7216
930,2015-05-30,8282
930,2015-06-01,10431
930,2015-06-02,9101
930,2015-06-03,9138
930,2015-06-05,9826
930,2015-06-06,7665
930,2015-06-08,5750
930,2015-06-09,5877
930,2015-06-10,5331
930,2015-06-11,6174
930,2015-06-12,5872
930,2015-06-13,7841
930,2015-06-15,10155
930,2015-06-16,8659
930,2015-06-17,8083
930,2015-06-18,6564
930,2015-06-19,6303
930,2015-06-20,7404
930,2015-06-22,5118
930,2015-06-23,5534
930,2015-06-24,5765
930,2015-06-25,5656
930,2015-06-26,5397
930,2015-06-27,9975
930,2015-06-29,10330
930,2015-06-30,11071
930,2015-07-01,8318
930,2015-07-02,7353
930,2015-07-03,6742
930,2015-07-04,5822
930,2015-07-06,7226
930,2015-07-07,5206
930,2015-07-08,5602
930,2015-07-09,6045
930,2015-07-10,6117
930,2015-07-11,6846
930,2015-07-13,8293
930,2015-07-14,7589
930,2015-07-15,7523
930,2015-07-16,7026
930,2015-07-17,5922
930,2015-07-18,6286
930,2015-07-20,5986
930,2015-07-21,5609
930,2015-07-22,5540
930,2015-07-23,5302
930,2015-07-24,5068
930,2015-07-25,5316
930,2015-07-27,7543
930,2015-07-28,7408
930,2015-07-29,7220
930,2015-07-30,7468
930,2015-07-31,9512
931,2015-06-02,4210
931,2015-06-03,4334
931,2015-06-04,4887
931,2015-06-05,4914
931,2015-06-06,3124
931,2015-06-07,2516
931,2015-06-08,3986
931,2015-06-09,3660
931,2015-06-10,3228
931,2015-06-11,4039
931,2015-06-12,3667
931,2015-06-13,3178
931,2015-06-14,2191
931,2015-06-15,5326
931,2015-06-16,4707
931,2015-06-17,4282
931,2015-06-18,4169
931,2015-06-19,4163
